VER,EDATE,BIRD,ADATE,STIMEU,STIMEQ,DUR,STIMEL,ORBIT,NS,LAT,LATQ,EW,LON,LONQ,ALT,ATYPE,ADIAG,ACOMMENT,SVE,SPIN
5,1/24/1994,GMS-3,11/26/1986,1107,0,0,2027,G,N,0,0,E,140,0,35784,UNK,UNK,PCM TELEMETRY ERROR.,0,
5,1/24/1994,GMS-3,11/19/1987,1715,0,0,0235,G,N,0,0,E,140,0,35784,UNK,UNK,VISSR VISIBLE GAIN LEVEL STEPPED.,0,
5,1/24/1994,GMS-3,7/28/1988,2144,0,0,0704,G,N,0,0,E,140,0,35784,UNK,UNK,"SCAN:ON, RATE:NML, VIS ELEC:OFF, VISSR VIS GAIN LEVEL STEPPED.",0,
5,1/24/1994,GMS-3,1/14/1989,2330,0,0,0850,G,N,0,0,E,140,0,35784,UNK,UNK,SCAN RATE:NML.,0,
5,8/23/1993,GMS-4,1/18/1991,1834,0,0,0354,G,N,0,0,E,140,0,35784,PC,ESD,"VISSR vissible channels 4 & 8 gain steps, SEM telemetry changed.",0,
5,8/23/1993,GMS-4,7/24/1991,1806,0,0,0326,G,N,0,0,E,140,0,35784,PC,ESD,"VISSR vissible channel 8 gain steps, SEM telemetry changed.",0,
5,1/19/1994,GOES-3,7/2/1988,0323,,0,1843,G,,0,,E,230,,35784,SE,UNK,SFC(108) Bit flip.,80,
5,12/11/1986,GOES-4,3/29/1981,1142,0,0,0242,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON / VISSIBLE CH6 GAIN,0,
5,12/11/1986,GOES-4,4/1/1981,0956,0,0,0056,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,4/1/1981,1010,0,0,0110,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,4/13/1981,0903,0,0,0003,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,4/14/1981,1137,0,0,0237,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,4/17/1981,0838,0,0,2338,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,4/19/1981,1235,0,0,0335,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,4/20/1981,1435,0,0,0535,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,4/21/1981,1446,0,0,0546,G,N,0,0,W,135,0,35784,PC,ESD,VDM HALF RESOLUTION,0,
5,12/11/1986,GOES-4,4/24/1981,0941,0,0,0041,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,4/26/1981,0836,0,0,2336,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,6/15/1981,1315,0,0,0415,G,N,0,0,W,135,0,35784,TE,SEU,CTU-1 LOST TELEMETRY FRAME SYNC,0,
5,12/11/1986,GOES-4,10/3/1981,1450,0,0,0550,G,N,0,0,W,135,0,35784,PC,ESD,VDM HALF RESOLUTION,0,
5,12/11/1986,GOES-4,11/23/1981,1210,0,0,0310,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,12/30/1981,0836,0,0,2336,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,1/31/1982,1344,0,0,0444,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,2/4/1982,0841,0,0,2341,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,3/21/1982,0955,0,0,0055,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,3/25/1982,1239,0,0,0339,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,3/30/1982,1311,0,0,0411,G,N,0,0,W,135,0,35784,PC,ESD,VDM HALF RESOLUTION,0,
5,12/11/1986,GOES-4,4/6/1982,1620,0,0,0720,G,N,0,0,W,135,0,35784,TE,SEU,CTU-2 PCM AND REAL TIME INITIALIZED,0,
5,12/11/1986,GOES-4,4/23/1982,1134,0,0,0234,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,4/25/1982,1006,0,0,0106,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,5/1/1982,1339,0,0,0439,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,8/25/1982,0639,0,0,2139,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,9/7/1982,0939,0,0,0039,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,9/7/1982,0940,0,0,0040,G,N,0,0,W,135,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-4,9/7/1982,1038,0,0,0138,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,9/23/1982,1006,0,0,0106,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,9/27/1982,0954,0,0,0054,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,9/30/1982,1142,0,0,0242,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,10/8/1982,1015,0,0,0115,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,10/30/1982,0912,0,0,0012,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,11/2/1982,1625,0,0,0725,G,N,0,0,W,135,0,35784,PC,ESD,VDM HALF RESOLUTION,0,
5,12/11/1986,GOES-4,11/26/1982,0445,0,0,1945,G,N,0,0,W,135,0,35784,PF,UNK,VISSR FAILURE,0,
5,12/11/1986,GOES-4,1/15/1983,1042,0,0,0142,G,N,0,0,W,135,0,35784,PC,ESD,VISSR STEP SCAN ON,0,
5,12/11/1986,GOES-4,5/23/1983,9999,0,0,,G,N,0,0,W,135,0,35784,TE,SEU,CTU-2 FRAME SYNC LOST,0,
5,12/11/1986,GOES-4,10/14/1983,9999,0,0,,G,N,0,0,W,135,0,35784,TE,SEU,CTU-2 UNABLE TO OBTAIN SUB-COMM LOCK,0,
5,1/31/1994,GOES-4,6/1/1985,9999,0,0,,G,N,0,0,W,135,0,35784,PF,SEU,CTU-2 MANY ANALOG AND BI-LEVEL WORDS BAD.,0,
5,6/15/1988,GOES-4,5/5/1987,9999,0,0,,G,N,0,0,W,44,0,35784,TE,SEU,"CTU-2 Word 3, erroneous spacecraft ID",0,
5,6/16/1988,GOES-4,4/15/1988,9999,0,0,,G,N,0,0,W,44,0,35784,SE,SEU,"CTU Word 3, bit 2 flipped to 1, Corrected by PCM NORMAL cmd",0,
5,5/11/1989,GOES-4,4/30/1988,9999,0,0,,G,N,0,0,W,44,0,35784,TE,SEU,No PCM subcom lock. Tele. status indicated SUBCOM INHIBIT.  PCM NORMAL correct.,0,
5,5/11/1989,GOES-4,8/12/1988,9999,0,0,,G,N,0,0,W,44,0,35784,TE,SEU,No frame sync.  Suspect infinite loop SEU.  CTU-2 power off to correct,0,
5,12/11/1986,GOES-5,6/15/1981,2327,0,0,1827,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 THOUGHT FAILED- ALL ANALOG BAD,0,
5,12/11/1986,GOES-5,8/20/1981,0822,0,0,0322,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,8/23/1981,1108,0,0,0608,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,8/28/1981,0521,0,0,0021,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,8/29/1981,1017,0,0,0517,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,9/11/1981,1202,0,0,0702,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,9/12/1981,1048,0,0,0548,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,9/18/1981,1818,0,0,1318,G,N,0,0,W,75,0,35784,TE,SEU,CTU-1 BIT FLIP IN DEMOD-1 SQUELCH WORD,0,
5,12/11/1986,GOES-5,10/10/1981,0711,0,0,0211,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,10/10/1981,0836,0,0,0336,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 3 TO 4,0,
5,12/11/1986,GOES-5,10/11/1981,0746,0,0,0246,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,10/12/1981,0858,0,0,0358,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,10/21/1981,0915,0,0,0415,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,11/12/1981,1059,0,0,0559,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,11/19/1981,1004,0,0,0504,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,11/22/1981,0646,0,0,0146,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,11/23/1981,1059,0,0,0559,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,12/30/1981,1345,0,0,0845,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,2/4/1982,1002,0,0,0502,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,2/5/1982,0639,0,0,0139,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,2/14/1982,0645,0,0,0145,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,2/14/1982,1038,0,0,0538,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,2/26/1982,1145,0,0,0645,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,3/22/1982,1104,0,0,0604,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/3/1982,1336,0,0,0836,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/6/1982,0907,0,0,0407,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/6/1982,1030,0,0,0530,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/25/1982,0944,0,0,0444,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/27/1982,1017,0,0,0517,G,N,0,0,W,75,0,35784,TE,SEU,CTU-1 MANY ANALOG AND BI-LEVEL WORDS BAD,0,
5,12/11/1986,GOES-5,4/28/1982,0858,0,0,0358,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,7/27/1982,1749,0,0,1249,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 LOST PCM FRAME SYNC,0,
5,12/11/1986,GOES-5,9/4/1982,1252,0,0,0752,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,10/2/1982,0856,0,0,0356,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,10/3/1982,0958,0,0,0458,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,10/7/1982,1120,0,0,0620,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,1/1/1983,1952,0,0,1452,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 LOAST PCM FRAME SYNC,0,
5,12/11/1986,GOES-5,1/18/1983,0830,0,0,0330,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,2/7/1983,0833,0,0,0333,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,2/8/1983,0819,0,0,0319,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,3/22/1983,0726,0,0,0226,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,3/23/1983,2225,0,41,1725,G,N,0,0,W,75,0,35784,TE,UNK,CTU-2 27 ANALOG WORD INCREASED COUNTS,0,
5,12/11/1986,GOES-5,3/24/1983,0725,0,0,0225,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,3/30/1983,0915,0,0,0415,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/4/1983,0831,0,0,0331,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/7/1983,1112,0,0,0612,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/10/1983,0830,0,0,0330,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/12/1983,2155,0,0,1655,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 BIRD ID WORD BIT FLIP,0,
5,12/11/1986,GOES-5,4/15/1983,0957,0,0,0457,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/27/1983,0841,0,0,0341,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,6/16/1983,1625,0,0,1125,G,N,0,0,W,75,0,35784,PF,UNK,+/- 5V POWER SUPPLY FAILURE,0,
5,12/11/1986,GOES-5,8/25/1983,1052,0,0,0552,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,8/25/1983,1114,0,0,0614,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,8/26/1983,1204,0,0,0704,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,1/1/1984,1013,0,0,0513,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,10/23/1987,GOES-5,3/30/1984,0907,0,0,0407,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/2/1984,0905,0,0,0405,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/3/1984,0851,0,0,0351,G,N,0,0,W,75,0,35784,PC,ESD,CH7 GAIN STEP 2 TO 3,0,
5,12/11/1986,GOES-5,4/26/1984,1847,0,0,1347,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 BI-LEVEL ERONEOUS DATA BITS,0,
5,3/10/1994,GOES-5,7/1/1984,9999,0,0,,,,0,0,,0,0,0,UNK,UNK,[HUGHES] VAS Radiometer (SYSTEM: Misc),0,
5,12/11/1986,GOES-5,7/9/1984,0320,0,0,2220,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 BIT FLIP IN TELEMETRY WORD,0,
5,12/11/1986,GOES-5,7/22/1984,1950,0,0,1450,G,N,0,0,W,75,0,35784,PF,UNK,VISSR ENCODER LAMP FAILURE,0,
5,12/11/1986,GOES-5,7/30/1984,0053,0,0,1953,G,N,0,0,W,75,0,35784,PF,UNK,VISSR ENCODER LAMP FAILURE,0,
5,12/11/1986,GOES-5,3/23/1985,0252,0,0,2152,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 SEVERAL PCM ANALOG WORDS BAD,0,
5,12/11/1986,GOES-5,4/12/1985,1717,0,0,1217,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 LOST FRAME AND BIT SYNC,0,
5,12/11/1986,GOES-5,6/6/1985,0746,0,0,0246,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 LOST SUB-COM LOCK,0,
5,12/11/1986,GOES-5,9/10/1985,0505,0,0,0005,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 LOST FRAME AND BIT SYNC,0,
5,12/11/1986,GOES-5,10/14/1985,0515,0,0,0015,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 SWITCHED FROM REPLY BUS A TO BUS B,0,
5,12/11/1986,GOES-5,7/10/1986,1458,0,0,0958,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 ERRONEOUS BIT FLIPS IN TELE WORDS,0,
5,12/11/1986,GOES-5,9/14/1986,1200,180,0,0700,G,N,0,0,W,75,0,35784,TE,SEU,CTU-1 WORD 2 BITS SHIFTED,0,
5,6/15/1988,GOES-5,2/19/1987,1615,0,2932,1115,G,,0,0,W,75,0,35784,SE,UNK,Bit flip,0,
5,10/27/1987,GOES-5,2/19/1987,2108,0,0,1608,G,N,0,0,W,75,0,35784,TE,SEU,CTU-2 Word 3 erroneous spacecraft ID,0,
5,6/16/1988,GOES-5,10/5/1987,2300,0,1440,1548,G,,0,0,W,108,0,35784,UNK,UNK,CTU x or y position switched on,0,
5,1/19/1994,GOES-5,10/16/1987,0540,,0,2240,G,,0,,E,255,,35784,UNK,UNK,SFC(124) Magnetometer problem.,22,
5,6/16/1988,GOES-5,1/31/1988,1457,0,0,0745,G,,0,0,W,108,0,35784,TE,UNK,"CTU switched from normal to dwell mode, corrected with PCM NORMAL",0,
5,5/10/1989,GOES-5,3/12/1989,0635,0,0,2323,G,,0,0,W,108,0,35784,TE,SEU,CTU-1 Several analog words erroneous,0,
5,12/11/1986,GOES-6,7/7/1984,1108,0,0,0428,G,N,0,0,W,100,0,35784,TE,SEU,CTU-1 PCM TELEMETRY ERROR,0,
5,12/11/1986,GOES-6,7/19/1984,1412,0,0,0732,G,N,0,0,W,100,0,35784,TE,SEU,CTU-1 PCM TELMETRY RESET TO INITIALIZED,0,
5,12/11/1986,GOES-6,9/4/1984,1406,0,0,0726,G,N,0,0,W,100,0,35784,TE,SEU,CTU-1 BIT FLIP IN BIRD ID TELEMETRY WORD,0,
5,12/11/1986,GOES-6,3/28/1985,2223,0,0,1543,G,N,0,0,W,100,0,35784,TE,SEU,CTU-1 BIT FLIP IN BIRD ID TELEMETRY WORD,0,
5,12/11/1986,GOES-6,9/10/1985,2115,0,0,1435,G,N,0,0,W,100,0,35784,TE,SEU,CTU-1 SWITCHED TO DWELL MODE,0,
5,12/11/1986,GOES-6,9/25/1985,1615,0,0,0935,G,N,0,0,W,100,0,35784,TE,SEU,CTU-1 PCM TELEMETRY BIT SYNC LOST,0,
5,12/11/1986,GOES-6,3/17/1986,2207,0,0,1527,G,N,0,0,W,100,0,35784,PC,ESD,X-RAY DETECTOR MODE CHANGE,0,
5,12/11/1986,GOES-6,6/25/1986,9999,0,0,,G,N,0,0,W,100,0,35784,TE,SEU,CTU-1 WORD 62 BIT 4 STUCK,0,
5,6/15/1988,GOES-6,8/17/1986,9999,0,0,,G,N,0,0,W,135,0,35784,PF,UNK,"Primary scan drive, Encoder lamp 2 failed",0,
5,12/11/1986,GOES-6,9/27/1986,1012,0,0,0332,G,N,0,0,W,100,0,35784,PC,ESD,VAS TIMING SHIFT; SEM MODE CHANGES,0,
5,6/15/1988,GOES-6,9/27/1986,9999,0,0,,G,N,0,0,W,135,0,35784,PC,UNK,Transient event shifted VAS earth view window and changed mode of SEM units,0,
5,12/11/1986,GOES-6,10/8/1986,0933,0,0,0253,G,N,0,0,W,100,0,35784,TE,SEU,CTU-1 ERRONEOUS ANALOG WORDS,0,
5,6/16/1988,GOES-6,12/6/1986,1938,0,0,1038,G,N,0,0,W,135,0,35784,TE,SEU,"CTU-1 word 3 Spacecraft ID, Corrected by PCM NORM",0,
5,10/27/1987,GOES-6,4/29/1987,9999,0,0,,G,N,0,0,W,130,0,35784,TE,SEU,CTU-1 word 62 dwell word ID,0,
5,10/27/1987,GOES-6,5/14/1987,9999,0,0,,G,N,0,0,W,135,0,35784,TE,SEU,CTU-1 word 62 dwell word ID,0,
5,1/19/1994,GOES-6,6/24/1987,1757,,0,0857,G,,0,,E,225,,35784,UNK,UNK,SFC(124) Magnetometer problem.,0,
5,6/15/1988,GOES-6,9/2/1987,1516,0,0,0616,G,N,0,0,W,135,0,35784,UNK,ESD,Magnetometer Glitch IN Hp offset,0,
5,1/19/1994,GOES-6,9/12/1987,1043,,0,0143,G,,0,,E,225,,35784,UNK,UNK,SFC(124) Magnetometer problem.,0,
5,1/19/1994,GOES-6,9/14/1987,2320,,0,1420,G,,0,,E,225,,35784,UNK,UNK,SFC(124) Magnetometer problem.,0,
5,1/19/1994,GOES-6,9/16/1987,1316,,0,0416,G,,0,,E,225,,35784,UNK,UNK,SFC(124) Magnetometer problem.,0,
5,1/19/1994,GOES-6,9/16/1987,1823,,0,0923,G,,0,,E,225,,35784,UNK,UNK,SFC(124) Magnetometer problem.,0,
5,1/19/1994,GOES-6,9/18/1987,1823,,0,0923,G,,0,,E,225,,35784,UNK,UNK,SFC(124) Magnetometer problem.,0,
5,1/19/1994,GOES-6,9/25/1987,1232,,0,0332,G,,0,,E,225,,35784,SE,UNK,SFC(108) Bit flip.,0,
5,1/19/1994,GOES-6,10/5/1987,1054,,0,0154,G,,0,,E,225,,35784,UNK,UNK,SFC(124) Magnetometer problem.,0,
5,6/16/1988,GOES-6,10/27/1987,1214,0,0,0314,G,,0,0,W,135,0,35784,UNK,UNK,"VAS retrace hung, missed image.",0,
5,6/22/1988,GOES-6,10/28/1987,0940,0,0,0040,G,,0,0,W,135,0,35784,UNK,UNK,Bad program,0,
5,6/16/1988,GOES-6,11/1/1987,1031,0,0,0131,G,,0,0,W,135,0,35784,PC,UNK,"X-ray sensor calibration started, VAS slewed off",0,
5,6/22/1988,GOES-6,11/1/1987,1214,0,0,0314,G,,0,0,W,135,0,35784,UNK,UNK,VAS image missed,0,
5,1/19/1994,GOES-6,11/11/1987,1214,,0,0314,G,,0,,E,225,,35784,UNK,UNK,SFC(107) Aux electronic unit (AEU) scan problem.,50,
5,1/19/1994,GOES-6,2/16/1988,0000,,0,1456,G,,0,,E,224,,35784,PC,UNK,SFC(114) Remote decoder turned off.,135,
5,6/16/1988,GOES-6,2/16/1988,9999,0,5000,,G,,0,0,W,135,0,35784,UNK,UNK,Increase in bad line counts,0,
5,6/16/1988,GOES-6,3/4/1988,0153,0,0,1649,G,,0,0,W,136,0,35784,TE,UNK,Went into dwell mode,0,
5,6/16/1988,GOES-6,3/4/1988,0223,0,0,1719,G,,0,0,W,136,0,35784,TE,UNK,30 second data gap,0,
5,6/16/1988,GOES-6,3/4/1988,0227,0,0,1723,G,,0,0,W,136,0,35784,TE,UNK,30 second data gap.,0,
5,6/16/1988,GOES-6,3/4/1988,1333,0,0,0429,G,,0,0,W,136,0,35784,TE,UNK,Sub-com real time telemetry change,0,
5,1/19/1994,GOES-6,3/4/1988,1500,,0,0600,G,,0,,E,225,,35784,TE,UNK,SFC(103) Telemetry register problem.,0,
5,6/16/1988,GOES-6,3/4/1988,1813,0,0,0909,G,,0,0,W,136,0,35784,TE,UNK,Returned to dwell mode,0,
5,1/19/1994,GOES-6,3/4/1988,1815,,0,0915,G,,0,,E,225,,35784,TE,UNK,SFC(103) Telemetry register problem.,0,
5,6/16/1988,GOES-6,3/9/1988,1022,0,0,0122,G,,0,0,W,135,0,35784,TE,UNK,PCM telemetry lost,0,
5,6/16/1988,GOES-6,4/1/1988,0314,0,0,1814,G,,0,0,W,135,0,35784,TE,UNK,"CTU-1 word 15 bits 8 and 9 stuck at 1, corrected by REPLAY BUS A command.",0,
5,6/16/1988,GOES-6,4/19/1988,1236,0,0,0336,G,N,0,0,W,135,0,35784,SE,SEU,"Several words contained erroneous values, Corrected by REPLY BUS A cmd",0,
5,5/11/1989,GOES-6,7/17/1988,0448,0,0,1948,G,N,0,0,W,135,0,35784,TE,SEU,CTU-1. Several PCM words bad.  REPLY BUS A corrected.,0,
5,5/11/1989,GOES-6,11/21/1988,1651,0,0,0751,G,N,0,0,W,135,0,35784,PC,ESD,X-ray sensor switched to calibrate mode.,0,
5,5/10/1989,GOES-6,1/21/1989,2118,0,0,1214,G,,0,0,W,136,0,35784,PF,UNK,,0,
5,5/10/1989,GOES-6,2/14/1989,0557,0,0,2057,G,,0,0,W,135,0,35784,TE,SEU,"Word 3, bit 3 flipped from zero to one, erroneous S/C ID.",0,
5,8/16/1993,GOES-6,8/5/1989,2244,0,0,1344,G,,0,0,W,135,0,35784,TE,SEU,"Word 3, bit 3 flipped from zero to one, corrected by PC NORMAL command.",0,
5,1/31/1994,GOES-6,8/28/1989,1949,0,0,1049,G,,0,0,W,135,0,35784,PF,UNK,"RTU-3 first outage, 4 more followed 30 minutes apart.",0,
5,1/19/1994,GOES-6,8/29/1989,0307,,0,1807,G,,0,,E,225,,35784,TE,UNK,SFC(103) Telemetry register problem.,88,
5,8/16/1993,GOES-6,8/29/1989,0553,0,0,2053,G,,0,0,W,135,0,35784,TE,SEU,RTU-3 failed.,0,
5,1/31/1994,GOES-6,8/29/1989,0553,0,0,2053,G,,0,0,W,135,0,35784,PF,UNK,RTU-3 telemetry component shut down permanently.,88,
5,8/17/1993,GOES-6,9/30/1989,0543,0,0,2043,G,,0,0,W,135,0,35784,TE,SEU,"CTU-2, lost PCM bit and frame sync, CTU-2 normal after power off/on.",0,
5,8/17/1993,GOES-6,10/19/1989,2208,0,0,1304,G,,0,0,W,136,0,35784,TE,SEU,"CTU-2, lost PCM frame sync., CTU-2 normal after power off/on.",0,
