STIMEU,DUR,LAT,LON,ALT,ATYPE,SVE,AYEAR,AMONTH,ADAY
1525.0,0,0,140,35784,UNK,0.0,1986,3,20
2149.0,0,0,140,35784,UNK,0.0,1986,8,6
2125.0,0,0,140,35784,UNK,0.0,1986,8,17
1141.0,0,0,140,35784,UNK,0.0,1986,8,25
2335.0,0,0,140,35784,UNK,0.0,1986,8,26
1228.0,0,0,140,35784,UNK,0.0,1986,8,29
1226.0,0,0,140,35784,UNK,0.0,1986,9,16
2101.0,0,0,140,35784,UNK,0.0,1986,9,20
1505.0,0,0,140,35784,UNK,0.0,1986,9,27
1107.0,0,0,140,35784,UNK,0.0,1986,11,26
1715.0,0,0,140,35784,UNK,0.0,1987,11,19
2144.0,0,0,140,35784,UNK,0.0,1988,7,28
2330.0,0,0,140,35784,UNK,0.0,1989,1,14
1834.0,0,0,140,35784,PC,0.0,1991,1,18
1806.0,0,0,140,35784,PC,0.0,1991,7,24
323.0,0,0,230,35784,SE,80.0,1988,7,2
1142.0,0,0,135,35784,PC,0.0,1981,3,29
956.0,0,0,135,35784,PC,0.0,1981,4,1
1010.0,0,0,135,35784,PC,0.0,1981,4,1
903.0,0,0,135,35784,PC,0.0,1981,4,13
1137.0,0,0,135,35784,PC,0.0,1981,4,14
838.0,0,0,135,35784,PC,0.0,1981,4,17
1235.0,0,0,135,35784,PC,0.0,1981,4,19
1435.0,0,0,135,35784,PC,0.0,1981,4,20
1446.0,0,0,135,35784,PC,0.0,1981,4,21
941.0,0,0,135,35784,PC,0.0,1981,4,24
836.0,0,0,135,35784,PC,0.0,1981,4,26
1315.0,0,0,135,35784,TE,0.0,1981,6,15
1450.0,0,0,135,35784,PC,0.0,1981,10,3
1210.0,0,0,135,35784,PC,0.0,1981,11,23
836.0,0,0,135,35784,PC,0.0,1981,12,30
1344.0,0,0,135,35784,PC,0.0,1982,1,31
841.0,0,0,135,35784,PC,0.0,1982,2,4
955.0,0,0,135,35784,PC,0.0,1982,3,21
1239.0,0,0,135,35784,PC,0.0,1982,3,25
1311.0,0,0,135,35784,PC,0.0,1982,3,30
1620.0,0,0,135,35784,TE,0.0,1982,4,6
1134.0,0,0,135,35784,PC,0.0,1982,4,23
1006.0,0,0,135,35784,PC,0.0,1982,4,25
1339.0,0,0,135,35784,PC,0.0,1982,5,1
639.0,0,0,135,35784,PC,0.0,1982,8,25
939.0,0,0,135,35784,PC,0.0,1982,9,7
940.0,0,0,135,35784,PC,0.0,1982,9,7
1038.0,0,0,135,35784,PC,0.0,1982,9,7
1006.0,0,0,135,35784,PC,0.0,1982,9,23
954.0,0,0,135,35784,PC,0.0,1982,9,27
1142.0,0,0,135,35784,PC,0.0,1982,9,30
1015.0,0,0,135,35784,PC,0.0,1982,10,8
912.0,0,0,135,35784,PC,0.0,1982,10,30
1625.0,0,0,135,35784,PC,0.0,1982,11,2
445.0,0,0,135,35784,PF,0.0,1982,11,26
1042.0,0,0,135,35784,PC,0.0,1983,1,15
2327.0,0,0,75,35784,TE,0.0,1981,6,15
822.0,0,0,75,35784,PC,0.0,1981,8,20
1108.0,0,0,75,35784,PC,0.0,1981,8,23
521.0,0,0,75,35784,PC,0.0,1981,8,28
1017.0,0,0,75,35784,PC,0.0,1981,8,29
1202.0,0,0,75,35784,PC,0.0,1981,9,11
1048.0,0,0,75,35784,PC,0.0,1981,9,12
1818.0,0,0,75,35784,TE,0.0,1981,9,18
711.0,0,0,75,35784,PC,0.0,1981,10,10
836.0,0,0,75,35784,PC,0.0,1981,10,10
746.0,0,0,75,35784,PC,0.0,1981,10,11
858.0,0,0,75,35784,PC,0.0,1981,10,12
915.0,0,0,75,35784,PC,0.0,1981,10,21
1059.0,0,0,75,35784,PC,0.0,1981,11,12
1004.0,0,0,75,35784,PC,0.0,1981,11,19
646.0,0,0,75,35784,PC,0.0,1981,11,22
1059.0,0,0,75,35784,PC,0.0,1981,11,23
1345.0,0,0,75,35784,PC,0.0,1981,12,30
1002.0,0,0,75,35784,PC,0.0,1982,2,4
639.0,0,0,75,35784,PC,0.0,1982,2,5
645.0,0,0,75,35784,PC,0.0,1982,2,14
1038.0,0,0,75,35784,PC,0.0,1982,2,14
1145.0,0,0,75,35784,PC,0.0,1982,2,26
1104.0,0,0,75,35784,PC,0.0,1982,3,22
1336.0,0,0,75,35784,PC,0.0,1982,4,3
907.0,0,0,75,35784,PC,0.0,1982,4,6
1030.0,0,0,75,35784,PC,0.0,1982,4,6
944.0,0,0,75,35784,PC,0.0,1982,4,25
1017.0,0,0,75,35784,TE,0.0,1982,4,27
858.0,0,0,75,35784,PC,0.0,1982,4,28
1749.0,0,0,75,35784,TE,0.0,1982,7,27
1252.0,0,0,75,35784,PC,0.0,1982,9,4
856.0,0,0,75,35784,PC,0.0,1982,10,2
958.0,0,0,75,35784,PC,0.0,1982,10,3
1120.0,0,0,75,35784,PC,0.0,1982,10,7
1952.0,0,0,75,35784,TE,0.0,1983,1,1
830.0,0,0,75,35784,PC,0.0,1983,1,18
833.0,0,0,75,35784,PC,0.0,1983,2,7
819.0,0,0,75,35784,PC,0.0,1983,2,8
726.0,0,0,75,35784,PC,0.0,1983,3,22
2225.0,41,0,75,35784,TE,0.0,1983,3,23
725.0,0,0,75,35784,PC,0.0,1983,3,24
915.0,0,0,75,35784,PC,0.0,1983,3,30
831.0,0,0,75,35784,PC,0.0,1983,4,4
1112.0,0,0,75,35784,PC,0.0,1983,4,7
830.0,0,0,75,35784,PC,0.0,1983,4,10
2155.0,0,0,75,35784,TE,0.0,1983,4,12
957.0,0,0,75,35784,PC,0.0,1983,4,15
841.0,0,0,75,35784,PC,0.0,1983,4,27
1625.0,0,0,75,35784,PF,0.0,1983,6,16
1052.0,0,0,75,35784,PC,0.0,1983,8,25
1114.0,0,0,75,35784,PC,0.0,1983,8,25
1204.0,0,0,75,35784,PC,0.0,1983,8,26
1013.0,0,0,75,35784,PC,0.0,1984,1,1
907.0,0,0,75,35784,PC,0.0,1984,3,30
905.0,0,0,75,35784,PC,0.0,1984,4,2
851.0,0,0,75,35784,PC,0.0,1984,4,3
1847.0,0,0,75,35784,TE,0.0,1984,4,26
320.0,0,0,75,35784,TE,0.0,1984,7,9
1950.0,0,0,75,35784,PF,0.0,1984,7,22
53.0,0,0,75,35784,PF,0.0,1984,7,30
252.0,0,0,75,35784,TE,0.0,1985,3,23
1717.0,0,0,75,35784,TE,0.0,1985,4,12
746.0,0,0,75,35784,TE,0.0,1985,6,6
505.0,0,0,75,35784,TE,0.0,1985,9,10
515.0,0,0,75,35784,TE,0.0,1985,10,14
1458.0,0,0,75,35784,TE,0.0,1986,7,10
1200.0,0,0,75,35784,TE,0.0,1986,9,14
1615.0,2932,0,75,35784,SE,0.0,1987,2,19
2108.0,0,0,75,35784,TE,0.0,1987,2,19
2300.0,1440,0,108,35784,UNK,0.0,1987,10,5
540.0,0,0,255,35784,UNK,22.0,1987,10,16
1457.0,0,0,108,35784,TE,0.0,1988,1,31
635.0,0,0,108,35784,TE,0.0,1989,3,12
1108.0,0,0,100,35784,TE,0.0,1984,7,7
1412.0,0,0,100,35784,TE,0.0,1984,7,19
1406.0,0,0,100,35784,TE,0.0,1984,9,4
2223.0,0,0,100,35784,TE,0.0,1985,3,28
2115.0,0,0,100,35784,TE,0.0,1985,9,10
1615.0,0,0,100,35784,TE,0.0,1985,9,25
2207.0,0,0,100,35784,PC,0.0,1986,3,17
1012.0,0,0,100,35784,PC,0.0,1986,9,27
933.0,0,0,100,35784,TE,0.0,1986,10,8
1938.0,0,0,135,35784,TE,0.0,1986,12,6
1757.0,0,0,225,35784,UNK,0.0,1987,6,24
1516.0,0,0,135,35784,UNK,0.0,1987,9,2
1043.0,0,0,225,35784,UNK,0.0,1987,9,12
2320.0,0,0,225,35784,UNK,0.0,1987,9,14
1316.0,0,0,225,35784,UNK,0.0,1987,9,16
1823.0,0,0,225,35784,UNK,0.0,1987,9,16
1823.0,0,0,225,35784,UNK,0.0,1987,9,18
1232.0,0,0,225,35784,SE,0.0,1987,9,25
1054.0,0,0,225,35784,UNK,0.0,1987,10,5
1214.0,0,0,135,35784,UNK,0.0,1987,10,27
940.0,0,0,135,35784,UNK,0.0,1987,10,28
1031.0,0,0,135,35784,PC,0.0,1987,11,1
1214.0,0,0,135,35784,UNK,0.0,1987,11,1
1214.0,0,0,225,35784,UNK,50.0,1987,11,11
0.0,0,0,224,35784,PC,135.0,1988,2,16
153.0,0,0,136,35784,TE,0.0,1988,3,4
223.0,0,0,136,35784,TE,0.0,1988,3,4
227.0,0,0,136,35784,TE,0.0,1988,3,4
1333.0,0,0,136,35784,TE,0.0,1988,3,4
1500.0,0,0,225,35784,TE,0.0,1988,3,4
1813.0,0,0,136,35784,TE,0.0,1988,3,4
1815.0,0,0,225,35784,TE,0.0,1988,3,4
1022.0,0,0,135,35784,TE,0.0,1988,3,9
314.0,0,0,135,35784,TE,0.0,1988,4,1
1236.0,0,0,135,35784,SE,0.0,1988,4,19
448.0,0,0,135,35784,TE,0.0,1988,7,17
1651.0,0,0,135,35784,PC,0.0,1988,11,21
2118.0,0,0,136,35784,PF,0.0,1989,1,21
557.0,0,0,135,35784,TE,0.0,1989,2,14
2244.0,0,0,135,35784,TE,0.0,1989,8,5
1949.0,0,0,135,35784,PF,0.0,1989,8,28
307.0,0,0,225,35784,TE,88.0,1989,8,29
553.0,0,0,135,35784,TE,0.0,1989,8,29
553.0,0,0,135,35784,PF,88.0,1989,8,29
543.0,0,0,135,35784,TE,0.0,1989,9,30
2208.0,0,0,136,35784,TE,0.0,1989,10,19
958.0,0,0,136,35784,TE,0.0,1989,10,20
1831.0,0,0,136,35784,TE,0.0,1989,10,20
122.0,0,0,136,35784,TE,0.0,1989,10,23
216.0,0,0,136,35784,TE,0.0,1989,10,25
332.0,0,0,136,35784,TE,0.0,1989,10,26
833.0,0,0,136,35784,TE,0.0,1990,11,19
27.0,0,0,134,35784,TE,0.0,1991,3,24
814.0,0,0,134,35784,TE,0.0,1991,3,24
1555.0,0,0,134,35784,TE,0.0,1991,6,5
1331.0,0,0,134,35784,TE,0.0,1991,6,11
844.0,0,0,134,35784,TE,0.0,1991,8,6
447.0,0,0,134,35784,TE,0.0,1991,9,18
2300.0,0,0,134,35784,TE,0.0,1992,6,25
1756.0,0,0,134,35784,TE,0.0,1992,6,28
2155.0,0,0,134,35784,TE,0.0,1993,2,22
1354.0,0,0,134,35784,PC,0.0,1993,3,16
1814.0,0,0,134,35784,TE,0.0,1993,7,24
1033.0,0,0,134,35784,SE,0.0,1993,8,5
1353.0,0,0,134,35784,UNK,0.0,1994,1,28
2245.0,0,0,134,35784,SE,0.0,1994,3,26
824.0,0,0,135,35784,PC,0.0,1987,9,14
810.0,0,0,135,35784,PC,0.0,1987,9,16
830.0,0,0,135,35784,PC,0.0,1987,9,23
1545.0,0,0,135,35784,TE,0.0,1988,6,10
842.0,0,0,108,35784,PC,0.0,1989,3,17
1041.0,0,0,108,35784,PC,0.0,1989,3,21
823.0,0,0,108,35784,PC,0.0,1989,3,31
900.0,0,0,108,35784,PC,0.0,1989,4,1
532.0,0,0,108,35784,TE,0.0,1993,12,19
1609.0,2316,0,0,17600,SE,0.0,1986,8,24
1700.0,0,0,0,17600,SE,0.0,1984,10,28
1559.0,0,0,0,17600,SE,0.0,1984,11,9
703.0,0,0,0,17600,SE,0.0,1984,11,11
1350.0,0,0,0,17600,SE,0.0,1984,12,12
355.0,0,0,0,17600,SE,0.0,1985,1,14
2318.0,0,0,30,17600,SE,0.0,1985,1,30
215.0,0,0,0,17600,SE,0.0,1985,2,8
2213.0,0,0,30,17600,SE,0.0,1985,2,15
2120.0,0,0,30,17600,SE,0.0,1985,2,28
1059.0,0,0,0,17600,SE,0.0,1985,5,26
258.0,0,0,0,17600,SE,0.0,1985,7,2
1533.0,0,0,0,17600,SE,0.0,1985,7,28
550.0,0,0,0,17600,SE,0.0,1985,9,8
1009.0,0,0,0,17600,SE,0.0,1986,5,26
1007.0,0,0,110,17600,SE,0.0,1985,1,30
652.0,0,0,0,17600,SE,0.0,1985,2,6
800.0,0,0,0,17600,SE,0.0,1985,2,6
903.0,0,0,109,17600,SE,0.0,1985,2,15
810.0,0,0,109,17600,SE,0.0,1985,2,28
1100.0,23,0,0,17600,SE,0.0,1985,5,3
825.0,0,45,180,17600,UNK,0.0,1987,9,10
156.0,0,0,0,17600,SE,0.0,1984,10,30
918.0,0,0,0,17600,SE,0.0,1984,12,14
2201.0,0,0,0,17600,SE,0.0,1985,1,14
902.0,0,0,0,17600,SE,0.0,1985,1,19
628.0,0,0,0,17600,SE,0.0,1985,1,23
2016.0,0,0,0,17600,SE,0.0,1985,1,23
1918.0,0,0,91,17600,SE,0.0,1985,1,30
348.0,0,0,0,17600,SE,0.0,1985,2,2
408.0,0,0,0,17600,SE,0.0,1985,2,7
349.0,0,0,0,17600,SE,0.0,1985,2,12
1812.0,0,0,91,17600,SE,0.0,1985,2,15
343.0,0,0,172,17600,SE,0.0,1985,2,28
1446.0,0,0,0,17600,SE,0.0,1985,4,14
2235.0,0,0,0,17600,SE,0.0,1985,4,27
1926.0,0,0,0,17600,SE,0.0,1985,6,13
1920.0,0,0,0,17600,SE,0.0,1985,6,14
2208.0,0,0,0,17600,SE,0.0,1985,6,16
1024.0,0,0,0,17600,SE,0.0,1985,6,21
2102.0,0,0,0,17600,SE,0.0,1985,7,9
1904.0,0,0,0,17600,SE,0.0,1985,7,10
41.0,0,0,0,17600,SE,0.0,1985,7,12
1100.0,0,0,0,17600,SE,0.0,1985,7,12
1746.0,0,0,0,17600,SE,0.0,1985,7,12
2029.0,0,0,0,17600,SE,0.0,1985,7,21
1917.0,0,0,0,17600,SE,0.0,1985,7,23
1514.0,0,0,0,17600,SE,0.0,1985,7,27
1321.0,0,0,0,17600,SE,0.0,1985,8,8
1403.0,0,0,0,17600,SE,0.0,1985,9,12
434.0,129,0,0,17600,SE,0.0,1986,1,29
1843.0,102,0,0,17600,SE,0.0,1986,1,29
45.0,19,0,0,17600,SE,0.0,1986,1,30
705.0,165,0,0,17600,SE,0.0,1986,1,30
255.0,20,0,0,17600,SE,0.0,1986,2,2
1400.0,0,0,0,17600,SE,0.0,1986,2,14
302.0,0,0,0,17600,SE,0.0,1986,2,15
1600.0,0,0,0,17600,SE,0.0,1986,2,24
27.0,0,0,0,17600,SE,0.0,1986,3,2
1900.0,0,0,0,17600,SE,0.0,1986,3,17
2324.0,0,0,0,17600,SE,0.0,1986,3,18
428.0,0,0,0,17600,SE,0.0,1986,4,2
1000.0,0,0,0,17600,SE,0.0,1986,4,15
2250.0,410,0,0,17600,SE,0.0,1986,5,27
2154.0,266,0,0,17600,SE,0.0,1986,6,12
1705.0,330,0,0,17600,SE,0.0,1986,6,19
1736.0,104,0,0,17600,SE,0.0,1986,6,27
1707.0,100,0,0,17600,SE,0.0,1986,7,2
1512.0,8,0,0,17600,SE,0.0,1986,7,24
100.0,47,0,0,17600,SE,0.0,1986,8,1
1436.0,14,0,0,17600,SE,0.0,1986,8,2
1858.0,82,0,0,17600,SE,0.0,1986,8,3
750.0,10,0,0,17600,SE,0.0,1986,8,18
143.0,1157,0,0,17600,SE,0.0,1986,9,7
1348.0,56,0,0,17600,SE,0.0,1986,9,8
1723.0,36,0,0,17600,SE,0.0,1986,9,9
227.0,237,0,0,17600,SE,0.0,1986,9,15
1416.0,58,0,0,17600,SE,0.0,1986,9,21
628.0,7,0,0,17600,SE,0.0,1986,9,26
713.0,300,0,0,17600,SE,0.0,1986,10,5
1712.0,47,0,0,17600,SE,0.0,1986,10,17
1621.0,4,0,0,17600,SE,0.0,1986,11,11
901.0,200,0,0,17600,SE,0.0,1986,11,16
105.0,14,0,0,17600,SE,0.0,1986,11,24
2352.0,88,0,0,17600,SE,0.0,1986,12,25
1155.0,50,0,0,17600,SE,0.0,1987,1,4
215.0,170,0,0,17600,SE,0.0,1987,1,5
434.0,129,0,0,17600,SE,0.0,1987,1,29
1843.0,102,0,0,17600,SE,0.0,1987,1,29
45.0,19,0,0,17600,SE,0.0,1987,1,30
705.0,165,0,0,17600,SE,0.0,1987,1,30
255.0,20,0,0,17600,SE,0.0,1987,2,2
2243.0,0,59,9,17600,SE,0.0,1987,3,13
1956.0,0,5,10,17600,SE,0.0,1987,3,21
2133.0,0,51,3,17600,SE,0.0,1987,3,24
1650.0,0,29,82,17600,SE,0.0,1987,4,2
36.0,0,23,169,17600,SE,0.0,1987,4,6
240.0,0,64,136,17600,SE,0.0,1987,4,9
2342.0,0,20,169,17600,SE,0.0,1987,4,16
1835.0,0,-40,82,17600,SE,0.0,1987,4,18
1834.0,0,-40,82,17600,SE,0.0,1987,4,19
1150.0,0,36,9,17600,SE,0.0,1987,4,25
34.0,0,57,177,17600,SE,0.0,1987,4,28
2057.0,0,-31,171,17600,SE,0.0,1987,4,30
1930.0,0,-53,162,17600,SE,0.0,1987,5,7
2245.0,0,33,170,17600,SE,0.0,1987,5,8
741.0,0,-46,13,17600,SE,0.0,1987,5,9
1300.0,0,56,68,17600,SE,0.0,1987,5,12
1028.0,0,40,9,17600,SE,0.0,1987,5,17
2123.0,0,15,169,17600,SE,0.0,1987,5,18
5.0,0,58,114,17600,SE,0.0,1987,5,25
1450.0,0,-28,281,17600,SE,0.0,1987,6,2
500.0,0,-62,34,17600,SE,0.0,1987,6,6
519.0,0,-54,19,17600,SE,0.0,1987,6,8
735.0,0,13,11,17600,SE,0.0,1987,6,13
1020.0,0,0,166,17600,SE,0.0,1987,9,25
1727.0,0,6,261,17600,SE,0.0,1987,10,1
1013.0,0,0,169,17600,SE,0.0,1987,10,2
305.0,0,55,69,17600,SE,0.0,1987,10,8
1103.0,0,3,170,17600,SE,0.0,1987,10,13
2321.0,0,12,349,17600,SE,0.0,1987,10,13
1021.0,0,-5,190,17600,SE,0.0,1987,10,19
1332.0,0,61,237,17600,SE,0.0,1987,10,25
1528.0,0,16,261,17600,SE,0.0,1987,10,25
2353.0,0,58,296,17600,SE,0.0,1987,11,20
2205.0,0,49,355,17600,SE,0.0,1987,11,21
2349.0,0,44,282,17600,SE,0.0,1987,12,1
156.0,0,0,280,17600,SE,0.0,1987,12,12
1406.0,0,0,260,17600,SE,0.0,1987,12,12
1300.0,0,-9,260,17600,SE,0.0,1987,12,13
2202.0,0,61,301,17600,SE,0.0,1987,12,15
1000.0,0,50,254,17600,SE,0.0,1987,12,24
415.0,0,0,170,17600,SE,0.0,1987,12,29
912.0,0,59,242,17600,SE,0.0,1987,12,29
1743.0,0,16,349,17600,SE,0.0,1988,1,5
530.0,0,18,191,17600,SE,0.0,1988,1,11
311.0,0,0,189,17600,SE,0.0,1988,1,18
2159.0,0,-3,280,17600,SE,0.0,1988,1,22
159.0,0,0,194,17600,SE,0.0,1988,1,24
2005.0,0,33,279,17600,SE,0.0,1988,2,1
400.0,0,32,190,17600,SE,0.0,1988,2,10
620.0,0,-9,81,17600,SE,0.0,1989,5,14
1800.0,0,0,174,17600,SE,77.0,1989,5,23
2030.0,0,5,262,17600,SE,115.0,1989,6,5
44.0,0,24,171,17600,SE,0.0,1989,6,7
1900.0,0,24,171,17600,SE,104.0,1989,6,7
1502.0,0,0,148,17600,SE,39.0,1989,6,14
1800.0,0,58,181,17600,SE,63.0,1989,7,12
844.0,0,28,81,17600,SE,0.0,1989,7,13
220.0,0,-8,351,17600,SE,26.0,1989,7,31
810.0,0,3,83,17600,SE,153.0,1989,8,2
2300.0,0,13,86,17600,SE,153.0,1989,9,17
307.0,0,4,80,17600,SE,127.0,1989,10,20
1053.0,0,46,173,17600,SE,38.0,1989,10,20
1723.0,0,57,274,17600,SE,133.0,1989,10,20
1600.0,0,26,259,17600,SE,142.0,1989,10,21
1808.0,0,64,313,17600,SE,117.0,1989,10,22
55.0,0,51,73,17600,SE,81.0,1989,10,23
816.0,0,18,171,17600,SE,66.0,1989,10,23
1717.0,0,60,279,17600,SE,132.0,1989,10,24
2202.0,0,32,349,17600,SE,38.0,1989,10,24
2.0,0,2,80,17600,SE,127.0,1989,10,25
605.0,0,63,142,17600,SE,115.0,1989,10,26
800.0,0,8,169,17600,SE,65.0,1989,11,11
1800.0,0,0,347,17600,SE,108.0,1989,11,11
600.0,0,0,172,17600,SE,0.0,1989,11,24
1111.0,0,8,263,17600,SE,0.0,1989,12,10
1415.0,0,39,354,17600,SE,152.0,1990,1,4
1434.0,0,5,355,17600,SE,145.0,1990,1,18
2000.0,0,2,86,17600,SE,30.0,1990,1,29
115.0,0,11,177,17600,SE,166.0,1990,2,3
1330.0,0,12,356,17600,SE,150.0,1990,2,11
1630.0,0,51,81,17600,SE,48.0,1990,2,19
41.0,0,16,177,17600,SE,154.0,1990,2,25
27.0,0,21,177,17600,SE,152.0,1990,3,3
1958.0,0,-60,110,17600,SE,27.0,1990,3,5
2211.0,0,-22,180,17600,SE,143.0,1990,3,9
300.0,0,49,264,17600,SE,115.0,1990,3,14
1500.0,0,12,91,17600,SE,47.0,1990,4,3
10.0,0,39,182,17600,SE,143.0,1990,4,13
2230.0,0,39,182,17600,SE,143.0,1990,4,13
2119.0,0,16,170,17600,SE,131.0,1990,4,19
2200.0,0,42,173,17600,SE,137.0,1990,4,24
650.0,0,20,351,17600,SE,101.0,1990,5,29
2300.0,0,28,263,17600,SE,118.0,1990,5,29
410.0,0,-28,353,17600,SE,50.0,1990,6,11
520.0,0,14,352,17600,SE,79.0,1990,6,17
900.0,0,30,83,17600,SE,145.0,1990,6,27
300.0,0,64,217,17600,SE,0.0,1990,7,4
400.0,0,64,217,17600,SE,0.0,1990,7,4
445.0,0,31,352,17600,SE,80.0,1990,7,5
1000.0,0,-24,82,17600,SE,112.0,1990,7,12
505.0,0,0,0,17600,SE,0.0,1984,10,25
949.0,0,0,0,17600,SE,0.0,1984,12,12
1044.0,0,0,0,17600,SE,0.0,1985,1,4
1233.0,0,0,0,17600,SE,0.0,1985,1,6
735.0,0,0,0,17600,SE,0.0,1985,1,12
1958.0,0,0,0,17600,SE,0.0,1985,1,12
2212.0,0,0,0,17600,SE,0.0,1985,2,7
441.0,0,0,172,17600,SE,0.0,1985,2,15
832.0,0,0,0,17600,SE,0.0,1985,2,16
902.0,0,0,0,17600,SE,0.0,1985,2,16
1719.0,0,0,91,17600,SE,0.0,1985,2,28
2252.0,0,0,0,17600,SE,0.0,1985,5,23
2255.0,0,0,0,17600,SE,0.0,1985,5,23
2320.0,0,0,0,17600,SE,0.0,1985,5,29
2209.0,0,0,0,17600,SE,0.0,1985,6,6
2257.0,0,0,0,17600,SE,0.0,1985,6,12
2254.0,0,0,0,17600,SE,0.0,1985,6,13
2233.0,0,0,0,17600,SE,0.0,1985,6,17
2206.0,0,0,0,17600,SE,0.0,1985,6,20
2315.0,0,0,0,17600,SE,0.0,1985,6,27
2100.0,0,0,0,17600,SE,0.0,1985,6,28
2000.0,0,0,0,17600,SE,0.0,1985,7,5
320.0,0,0,0,17600,SE,0.0,1985,7,31
2157.0,0,0,0,17600,SE,0.0,1985,8,11
519.0,0,0,0,17600,SE,0.0,1985,9,28
609.0,1,0,0,17600,SE,0.0,1986,1,29
2045.0,9,0,0,17600,SE,0.0,1986,1,29
955.0,115,0,0,17600,SE,0.0,1986,2,2
800.0,0,0,0,17600,SE,0.0,1986,2,18
1846.0,0,0,0,17600,SE,0.0,1986,2,23
250.0,0,0,0,17600,SE,0.0,1986,3,21
1823.0,0,0,0,17600,SE,0.0,1986,4,3
500.0,0,0,0,17600,SE,0.0,1986,4,13
1020.0,0,0,0,17600,SE,0.0,1986,5,1
835.0,12,0,0,17600,UNK,0.0,1986,6,10
1220.0,90,0,0,17600,SE,0.0,1986,6,11
58.0,387,0,0,17600,SE,0.0,1986,6,21
121.0,138,0,0,17600,SE,0.0,1986,6,27
734.0,16,0,0,17600,SE,0.0,1986,7,22
2029.0,206,0,0,17600,SE,0.0,1986,8,6
200.0,60,0,0,17600,SE,0.0,1986,8,18
2325.0,75,0,0,17600,SE,0.0,1986,8,18
1919.0,128,0,0,17600,SE,0.0,1986,8,24
2228.0,288,0,0,17600,SE,0.0,1986,9,11
916.0,325,0,0,17600,SE,0.0,1986,9,20
2321.0,409,0,0,17600,SE,0.0,1986,10,1
343.0,12,0,0,17600,SE,0.0,1986,10,5
415.0,219,0,0,17600,SE,0.0,1986,10,5
612.0,37,0,0,17600,SE,0.0,1986,10,7
612.0,37,0,0,17600,SE,0.0,1986,10,9
0.0,59,0,0,17600,SE,0.0,1986,11,14
2.0,85,0,0,17600,SE,0.0,1986,11,24
115.0,105,0,0,17600,SE,0.0,1986,11,24
312.0,98,0,0,17600,SE,0.0,1986,11,24
2211.0,0,0,0,17600,SE,0.0,1986,11,26
2040.0,75,0,0,17600,SE,0.0,1986,11,28
1228.0,100,0,0,17600,SE,0.0,1986,12,17
1137.0,13,0,0,17600,SE,0.0,1986,12,30
545.0,0,0,177,17600,SE,0.0,1987,1,16
609.0,1,0,0,17600,SE,0.0,1987,1,29
2045.0,9,0,0,17600,SE,0.0,1987,1,29
545.0,0,0,177,17600,SE,0.0,1987,1,30
514.0,36,0,0,17600,SE,0.0,1987,2,3
2327.0,13,0,0,17600,SE,0.0,1987,2,4
636.0,0,7,4,17600,SE,0.0,1987,4,20
1359.0,0,34,86,17600,SE,0.0,1987,4,22
2248.0,0,-41,263,17600,SE,0.0,1987,4,24
1254.0,0,32,85,17600,SE,0.0,1987,5,3
1301.0,0,41,87,17600,SE,0.0,1987,5,7
2311.0,0,-5,95,17600,SE,0.0,1987,5,8
1905.0,0,-54,175,17600,SE,0.0,1987,5,15
925.0,0,-29,85,17600,SE,0.0,1987,5,22
411.0,0,-16,7,17600,SE,0.0,1987,6,5
1040.0,0,43,264,17600,SE,0.0,1987,6,13
200.0,0,13,353,17600,SE,0.0,1987,6,22
254.0,0,0,353,17600,SE,0.0,1987,6,26
932.0,0,0,170,17600,SE,0.0,1987,9,28
710.0,0,25,170,17600,SE,0.0,1987,9,29
2130.0,0,0,350,17600,SE,0.0,1987,9,29
1234.0,0,0,259,17600,SE,0.0,1987,10,5
1734.0,0,50,342,17600,SE,0.0,1987,10,7
2345.0,0,0,76,17600,SE,0.0,1987,10,10
808.0,0,0,177,17600,SE,0.0,1987,10,31
737.0,0,0,171,17600,SE,0.0,1987,11,2
1535.0,0,27,347,17600,SE,0.0,1987,11,21
209.0,0,14,193,17600,SE,0.0,1987,12,21
850.0,0,27,256,17600,SE,0.0,1988,1,1
1854.0,0,2,283,17600,SE,0.0,1988,1,16
1835.0,0,4,283,17600,SE,0.0,1988,1,22
1600.0,0,0,283,17600,SE,0.0,1988,2,10
1554.0,0,0,282,17600,SE,0.0,1988,2,17
2326.0,0,15,126,17600,SE,0.0,1988,3,7
1702.0,0,0,184,17600,SE,0.0,1989,6,6
2100.0,0,52,339,17600,SE,0.0,1989,6,6
1100.0,0,3,166,17600,SE,0.0,1989,8,2
1552.0,0,64,299,17600,SE,114.0,1989,9,27
522.0,0,30,166,17600,SE,104.0,1989,10,6
2311.0,0,21,77,17600,SE,73.0,1989,10,13
1731.0,194,0,0,17600,SE,0.0,1987,1,14
1432.0,0,0,0,17600,SE,0.0,1984,10,28
828.0,0,0,0,17600,SE,0.0,1984,12,13
1215.0,0,0,0,17600,SE,0.0,1984,12,17
2334.0,0,0,0,17600,SE,0.0,1984,12,23
2323.0,0,0,0,17600,SE,0.0,1984,12,25
835.0,0,0,0,17600,SE,0.0,1985,1,7
2200.0,0,0,0,17600,SE,0.0,1985,1,12
527.0,0,0,0,17600,SE,0.0,1985,1,20
711.0,0,0,151,17600,SE,0.0,1985,1,30
1332.0,0,0,0,17600,SE,0.0,1985,1,30
456.0,0,0,0,17600,SE,0.0,1985,2,6
