VER,EDATE,BIRD,ADATE,STIMEU,STIMEQ,DUR,STIMEL,ORBIT,NS,LAT,LATQ,EW,LON,LONQ,ALT,ATYPE,ADIAG,ACOMMENT,SVE,SPIN
5,9/8/1993,TDRS-1,8/29/1983,0031,,,2003,G,,0,,W,67,,35784,SE,SEU,ACS PAGE:2 COL:13 ROW: 8 CHIP:40 BIT: 2 SET: 1,,
5,9/8/1993,TDRS-1,8/29/1983,0031,,,2003,G,,0,,W,67,,35784,SE,SEU,ACS PAGE:2 COL:13 ROW: 8 CHIP:40 BIT: 0 SET: 1,,
5,9/8/1993,TDRS-1,8/29/1983,0031,,,2003,G,,0,,W,67,,35784,SE,SEU,ACS PAGE:2 COL:14 ROW: 4 CHIP:32 BIT: 2 SET: 1,,
5,9/8/1993,TDRS-1,9/4/1983,1419,,,0951,G,,0,,W,67,,35784,SE,SEU,ACS PAGE:2 COL: 4 ROW: 4 CHIP:40 BIT: 2 SET: 1,,
5,9/8/1993,TDRS-1,9/4/1983,1807,,,1339,G,,0,,W,67,,35784,SE,SEU,ACS PAGE:2 COL: 1 ROW:10 CHIP:32 BIT: 1 SET: 0,,
5,9/8/1993,TDRS-1,9/15/1983,0752,,,0324,G,,0,,W,67,,35784,SE,SEU,ACS PAGE:2 COL: 0 ROW:10 CHIP:32 BIT: 0 SET: 0,,
5,9/8/1993,TDRS-1,9/16/1983,0924,,,0456,G,,0,,W,67,,35784,SE,SEU,ACS PAGE:2 COL: 8 ROW: 4 CHIP:32 BIT: 0 SET: 1,,
5,9/8/1993,TDRS-1,9/20/1983,0014,,,1946,G,,0,,W,67,,35784,SE,SEU,ACS PAGE:2 COL: 3 ROW: 7 CHIP:40 BIT: 2 SET: 1,,
5,9/8/1993,TDRS-1,9/22/1983,0109,,,2041,G,,0,,W,67,,35784,SE,SEU,ACS PAGE:0 COL:15 ROW: 2 CHIP:38 BIT: 2 SET: 1,,
5,9/8/1993,TDRS-1,9/22/1983,0619,,,0151,G,,0,,W,67,,35784,SE,SEU,ACS PAGE:2 COL: 0 ROW:15 CHIP:40 BIT: 1 SET: 1,,
5,9/8/1993,TDRS-1,9/24/1983,2002,,,1542,G,,0,,W,65,,35784,SE,SEU,ACS PAGE:2 COL: 3 ROW: 6 CHIP:32 BIT: 3 SET: 1,,
5,9/8/1993,TDRS-1,9/27/1983,1105,,,0701,G,,0,,W,61,,35784,SE,SEU,ACS PAGE:2 COL: 3 ROW:10 CHIP:32 BIT: 2 SET: 0,,
5,9/8/1993,TDRS-1,9/28/1983,0437,,,0037,G,,0,,W,60,,35784,SE,SEU,ACS PAGE:2 COL: 4 ROW: 7 CHIP:32 BIT: 3 SET: 1,,
5,9/8/1993,TDRS-1,10/2/1983,1040,,,0700,G,,0,,W,55,,35784,SE,SEU,ACS PAGE:2 COL: 4 ROW: 1 CHIP:32 BIT: 2 SET: 1,,
5,9/8/1993,TDRS-1,10/3/1983,0702,,,0326,G,,0,,W,54,,35784,SE,SEU,ACS PAGE:0 COL: 9 ROW:10 CHIP:?? BIT:?? SET:??,,
5,9/8/1993,TDRS-1,10/4/1983,1557,,,1225,G,,0,,W,53,,35784,SE,SEU,ACS PAGE:2 COL: 7 ROW:11 CHIP:?? BIT:?? SET:??,,
5,9/8/1993,TDRS-1,10/17/1983,2239,,,1955,G,,0,,W,41,,35784,SE,SEU,ACS PAGE:2 COL: 3 ROW: 2 CHIP:32 BIT: 2 SET: 0,,
5,9/8/1993,TDRS-1,10/20/1983,2219,,,1935,G,,0,,W,41,,35784,SE,SEU,ACS PAGE:2 COL: 1 ROW:13 CHIP:32 BIT: 1 SET: 0,,
5,9/8/1993,TDRS-1,10/22/1983,2215,,,1931,G,,0,,W,41,,35784,SE,SEU,ACS PAGE:2 COL: 2 ROW:10 CHIP:32 BIT: 3 SET: 1,,
5,9/8/1993,TDRS-1,10/22/1983,2215,,,1931,G,,0,,W,41,,35784,SE,SEU,ACS PAGE:2 COL: 3 ROW:10 CHIP:32 BIT: 3 SET: 1,,
5,9/8/1993,TDRS-1,10/24/1983,2144,,,1900,G,,0,,W,41,,35784,SE,SEU,ACS PAGE:2 COL:16 ROW:16 CHIP:16 BIT:16 SET:16,,
5,9/8/1993,TDRS-1,10/27/1983,0741,,,0457,G,,0,,W,41,,35784,SE,SEU,ACS PAGE:2 COL: 4 ROW:?? CHIP:?? BIT:?? SET:??,,
5,9/8/1993,TDRS-1,10/27/1983,1333,,,1049,G,,0,,W,41,,35784,SE,SEU,ACS PAGE:2 COL:16 ROW:16 CHIP:16 BIT:16 SET:16,,
5,9/8/1993,TDRS-1,11/3/1983,0644,,,0400,G,,0,,W,41,,35784,SE,SEU,ACS PAGE:2 COL: 8 ROW:?? CHIP:?? BIT:?? SET:??,,
5,9/8/1993,TDRS-1,11/5/1983,1218,,,0934,G,,0,,W,41,,35784,SE,SEU,ACS PAGE:2 COL:16 ROW:16 CHIP:16 BIT:16 SET:16,,
5,9/8/1993,TDRS-1,11/8/1983,0917,,,0633,G,,0,,W,41,,35784,SE,SEU,ACS PAGE:2 COL: 2 ROW:?? CHIP:?? BIT:?? SET:??,,
